id,director,actors,return
71436,Henry King,"Richard Barthelmess, Gladys Hulette, Walter P. Lewis",0.0
2168,Murali K. Thalluri,"Teresa Palmer, Frank Sweet, Joel Mackenzie",0.0
10118,Martha Coolidge,"Hilary Duff, Haylie Duff, María Conchita Alonso",0.0
9788,Steve Pink,"Justin Long, Jonah Hill, Blake Lively",1.67
14174,Clément Virgo,"Lauren Lee Smith, Eric Balfour, Polly Shannon",0.0
11689,Enzo Barboni,"Terence Hill, Bud Spencer, Laura Gemser",0.0
39797,Clas Lindberg,"Robert Gustafsson, Sif Ruud, Lis Nilheim",0.0
39749,Peter Dalle,"Björn Skifs, Suzanne Reuter, Zara Zetterqvist",0.0
14893,Hella Joof,"Mads Mikkelsen, Troels Lyby, Charlotte Munck",0.0
33813,Robert Wise,"Claire Trevor, Lawrence Tierney, Walter Slezak",0.0
1540,Laurent Cantet,"Charlotte Rampling, Karen Young, Louise Portal",0.0
26502,Budd Boetticher,"Randolph Scott, Gail Russell, Lee Marvin",0.0
57840,David Butler,"Shirley Temple, Guy Kibbee, Slim Summerville",0.0
1491,Neil Burger,"Edward Norton, Jessica Biel, Paul Giamatti",2.17
34233,Vincent Sherman,"Errol Flynn, Viveca Lindfors, Robert Douglas",0.0
33792,Frank Capra,"Spencer Tracy, Katharine Hepburn, Van Johnson",0.0
51601,Lloyd Bacon,"Pat O’Brien, Humphrey Bogart, Ann Sheridan",0.0
1165,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell",8.23
7291,Olivier Marchal,"Daniel Auteuil, Gérard Depardieu, André Dussollier",0.0
9988,Jay Chandrasekhar,"Erik Stolhanske, Jay Chandrasekhar, Steve Lemme",1.1
24115,Bob Dolman,"Luke Benward, Hallie Kate Eisenberg, Adam Hicks",0.0
11652,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks",0.0
13816,Bryan Barber,"André Benjamin, Paula Patton, Terrence Howard",0.0
34006,Lloyd Bacon,"Edward G. Robinson, Jane Bryan, Allen Jenkins",0.0
22238,Eran Riklis,"Hiam Abbass, Makram Khoury, Clara Khoury",0.0
4913,Jeff Stanzler,"Abdellatif Kechiche, Robin Wright, Remy K. Selma",0.0
63848,Richard Lester,"Jack Weston, Rita Moreno, F. Murray Abraham",0.0
43006,Jack Cardiff,"Shirley MacLaine, Yves Montand, Edward G. Robinson",0.0
19072,David Lean,"Rex Harrison, Constance Cummings, Kay Hammond",0.0
44892,James Parrott,"Stan Laurel, Oliver Hardy, Dinah",0.0
15265,Albert Lamorisse,"Pascal Lamorisse, Georges Sellier, Paul Perey",0.0
25599,James W. Horne,"Stan Laurel, Oliver Hardy, Sharon Lynn",0.0
11227,Luc Besson,"Jamel Debbouze, Rie Rasmussen, Gilbert Melki",0.0
29589,Sidney Gilliat,"Leo Genn, Alastair Sim, Trevor Howard",0.0
33810,Alfred J. Goulding,"Stan Laurel, Oliver Hardy, Forrester Harvey",0.0
43841,John G. Blystone,"Stan Laurel, Oliver Hardy, Patricia Ellis",0.0
41937,Maurizio Nichetti,"Maurizio Nichetti, Caterina Sylos Labini, Federico Rizzo",0.0
64499,"Richard Glatzer, Wash Westmoreland","Emily Rios, Jesse Garcia, Chalo González",0.0
24055,"Jay Duplass, Mark Duplass","Mark Duplass, Katie Aselton, Rhett Wilkins",0.0
14597,Charles Sturridge,"Peter O'Toole, Samantha Morton, John Lynch",0.0
40769,Andrew Bujalski,"Justin Rice, Rachel Clift, Andrew Bujalski",0.0
9708,Neil LaBute,"Nicolas Cage, Ellen Burstyn, Kate Beahan",0.97
14351,Preston A. Whitmore II,"Anthony Mackie, Marcello Thedford, Allen Payne",1.21
9813,Jamie Babbit,"Elisha Cuthbert, Camilla Belle, Edie Falco",0.42
27453,Sydney Pollack,"Frank O. Gehry, Sydney Pollack, Philip Johnson",0.0
39382,Douglas Camfield,"Anthony Andrews, James Mason, Sam Neill",0.0
271,Tage Danielsson,"Hanna Zetterberg, Dan Håfström, Börje Ahlstedt",0.0
35327,Jonas Frick,"Björn Skifs, Gino Samil, Johan Ulveson",0.0
49940,Daniel Lind Lagerlöf,"Björn Kjellman, Peter Haber, Viveka Seldahl",0.0
22471,Peter Dalle,"Suzanne Reuter, Ulla Skoog, Peter Dalle",0.0
1116,Ken Loach,"Cillian Murphy, Pádraic Delaney, Liam Cunningham",3.52
29966,Robert Wise,"Robert Mitchum, Barbara Bel Geddes, Robert Preston",0.0
43231,Luchino Visconti,"Maria Schell, Marcello Mastroianni, Jean Marais",0.0
41508,Lajos Koltai,"Marcell Nagy, Béla Dóra, Bálint Péntek",0.0
61564,Henry King,"Gregory Peck, Joan Collins, Henry Silva",0.0
50070,Cecil B. DeMille,"Fredric March, Elissa Landi, Claudette Colbert",0.0
37628,Luis Buñuel,"Ernesto Alonso, Miroslava, Rita Macedo",0.0
55343,Stuart Cooper,"Brian Stirner, Davyd Harries, Nicholas Ball",0.0
5072,Christopher Smith,"Danny Dyer, Laura Harris, Toby Stephens",0.0
2566,François Ozon,"Melvil Poupaud, Jeanne Moreau, Valeria Bruni Tedeschi",0.0
1249,Allen Coulter,"Adrien Brody, Diane Lane, Ben Affleck",0.0
9954,Renny Harlin,"Steven Strait, Laura Ramsey, Jessica Lucas",1.88
43829,Henry King,"Tyrone Power, Henry Fonda, Nancy Kelly",0.0
171771,Jimmy Larouche,"Marc Béland, Patrick Goyette, Sébastien Leblanc",0.0
7511,Tony Goldwyn,"Zach Braff, Jacinda Barrett, Casey Affleck",0.0
32687,Patrice Chéreau,"Isabelle Huppert, Pascal Greggory, Claudia Coli",0.0
14057,Bart Freundlich,"David Duchovny, Julianne Moore, Billy Crudup",0.0
13075,Laurie Collyer,"Maggie Gyllenhaal, Michelle Hurst, Sandra Rodríguez",0.31
24916,Wilson Yip,"Jordan Chan, Emotion Cheung, Sam Lee",0.0
7512,Mike Judge,"Luke Wilson, Maya Rudolph, Dax Shepard",0.02
1776,"Heidi Ewing, Rachel Grady","Becky Fischer, Mike Papantonio, Ted Haggard",0.0
1963,Kim Ki-duk,"Seo Ji-Seok, Jeon Kuk-hwan, Seong-hwang Jeon",0.0
58905,Cecil B. DeMille,"Loretta Young, Henry Wilcoxon, Ian Keith",0.0
10846,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Tom Waits",0.0
32969,Noel Black,"Anthony Perkins, Tuesday Weld, Beverly Garland",0.0
1381,Darren Aronofsky,"Hugh Jackman, Rachel Weisz, Ellen Burstyn",0.44
15097,Alain Berbérian,"Chantal Lauby, Alain Chabat, Dominique Farrugia",0.0
34068,Mathieu Kassovitz,"Michel Serrault, Mathieu Kassovitz, Mehdi Benoufa",0.0
43837,Cecil B. DeMille,"Barbara Stanwyck, Joel McCrea, Akim Tamiroff",0.0
15374,Bill Melendez,"Peter Robbins, Pamelyn Ferdin, Glenn Gilger",0.0
15242,Bill Melendez,"Chad Webber, Robin Kohn, Stephen Shea",0.0
125759,Thomas Michael Donnelly,"Kiefer Sutherland, Skeet Ulrich, Georgina Cates",0.0
300,Michel Gondry,"Gael García Bernal, Charlotte Gainsbourg, Miou-Miou",1.59
31148,"Jean Negulesco, Anatole Litvak","James Cagney, Ann Sheridan, Frank Craven",0.0
16411,"Andrew Lau, Alan Mak","Jay Chou, Jordan Chan, Shawn Yue",4.58
44046,Michael Steinberg,"Julia Stiles, William R. Moses, Patrick Muldoon",0.0
52859,John Ford,"John Wayne, Thomas Mitchell, Ian Hunter",0.0
76117,Stanley Kramer,"Olivia de Havilland, Robert Mitchum, Frank Sinatra",0.0
9676,Brian De Palma,"Josh Hartnett, Scarlett Johansson, Aaron Eckhart",0.98
6948,Lucky McKee,"Agnes Bruckner, Patricia Clarkson, Rachel Nichols",0.0
15213,"Christopher Reeve, Colin Brady, Dan St. Pierre","William H. Macy, Rob Reiner, Brian Dennehy",0.0
9766,Phil Joanou,"Dwayne Johnson, Xzibit, L. Scott Caldwell",1.38
32761,Michael Haneke,"Birgit Doll, Dieter Berner, Leni Tanzer",0.0
12249,"Benoît Delépine, Gustave de Kervern","Benoît Delépine, Gustave de Kervern, Michel de Gavre",0.0
34127,H. Bruce Humberstone,"Danny Kaye, Virginia Mayo, Vera-Ellen",0.0
390,Wim Wenders,"Rüdiger Vogler, Patrick Bauchau, Vasco Sequeira",0.0
66487,Robert Altman,"Matthew Modine, Michael Wright, Mitchell Lichtenstein",0.0
1595,Wim Wenders,"Michelle Williams, John Diehl, Shaun Toub",0.0
1622,Dominik Moll,"Charlotte Gainsbourg, Charlotte Rampling, André Dussollier",0.0
15742,György Pálfi,"Molnár Piroska, Mária Bodor, Albert Oláh",0.0
161277,,"Sam Keen, Gabriel Byrne",0.0
43410,Mani Ratnam,"Abhishek Bachchan, Ajay Devgn, Rani Mukerji",0.0
5726,Russ Meyer,"Babette Bardot, Pat Barrington, Sin Lenee",0.0
1666,Eric Steel,"Eric Geleynse, Susan Ginwalla, Caroline Pressley",0.0
5721,Russ Meyer,"Erica Gavin, Garth Pillsbury, Harrison Page",78.95
41758,Fred Schepisi,"Ed Harris, Philip Seymour Hoffman, Helen Hunt",0.0
51079,E.A. Dupont,"Anna May Wong, Gilda Gray, Jameson Thomas",0.0
43122,Alexander Korda,"Charles Laughton, Robert Donat, Franklin Dyall",0.0
1579,Mel Gibson,"Rudy Youngblood, Raoul Max Trujillo, Gerardo Taracena",3.0
119907,Nancy Savoca,"Tracey Ullman, Vincent D'Onofrio, Lili Taylor",0.0
65488,Edward Dmytryk,"Elizabeth Taylor, Montgomery Clift, Eva Marie Saint",0.0
9664,Tony Bill,"James Franco, David Ellison, Jean Reno",0.3
12094,Jeff Tremaine,"Johnny Knoxville, Bam Margera, Steve-O",6.62
1717,Steven Zaillian,"Sean Penn, Jude Law, Kate Winslet",0.17
15624,Hans Canosa,"Helena Bonham Carter, Aaron Eckhart, Yury Tsykun",2.16
15997,Roy Allen Smith,"Scott McAfee, Candace Hutson, Heather Hogan",0.0
47190,"Alexandre Volkoff, Yakov Protazanov","Iwan Mosschuchin, Olga Kondorova, V. Dzheneyeva",0.0
2753,Fons Rademakers,"Derek de Lint, Marc van Uchelen, Monique van de Ven",0.0
496,Larry Charles,"Sacha Baron Cohen, Ken Davitian, Luenell",14.53
40862,Robert Greenwald,Shereef Akeel,0.0
1417,Guillermo del Toro,"Ivana Baquero, Maribel Verdú, Sergi López",4.38
24751,Dick Powell,"John Wayne, Susan Hayward, Pedro Armendáriz",0.0
4643,Andrew Davis,"Kevin Costner, Ashton Kutcher, Sela Ward",0.79
7484,"Jill Culton, Roger Allers, Anthony Stacchi","Martin Lawrence, Ashton Kutcher, Gary Sinise",2.32
9842,Todd Phillips,"Billy Bob Thornton, Jon Heder, Jacinda Barrett",0.89
36249,Robin Schiff,"Katherine Heigl, Alexandra Breckenridge, Kelly Brook",0.0
111642,Tim Whelan,"Charles Laughton, Vivien Leigh, Rex Harrison",0.0
27275,Ömer Faruk Sorak,"Cem Yılmaz, Rasim Öztekin, Özkan Uğur",0.0
1422,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson",3.22
10781,Jonathan Liebesman,"Jordana Brewster, Taylor Handley, Diora Baird",0.0
9794,Greg Coolidge,"Dane Cook, Jessica Simpson, Dax Shepard",3.2
9978,Geoffrey Sax,"Alex Pettyfer, Sarah Bolger, Ewan McGregor",0.6
30025,Curtis Bernhardt,"Humphrey Bogart, Märta Torén, Lee J. Cobb",0.0
14812,Erik Poppe,"Trond Espen Seim, Jan Gunnar Røise, Evy Kasseth Røsten",0.0
164687,Harry Lachman,"Spencer Tracy, Claire Trevor, Scotty Beckett",0.0
8332,Christian Alvart,"Wotan Wilke Möhring, André Hennicke, Heinz Hoenig",0.0
3593,Ernest B. Schoedsack,"Albert Dekker, Thomas Coley, Janice Logan",0.0
7510,Ryan Murphy,"Annette Bening, Brian Cox, Joseph Cross",0.56
28115,Max Nosseck,"Edmund Lowe, Anne Jeffreys, Eduardo Ciannelli",0.0
28297,Jules Dassin,"Burt Lancaster, Hume Cronyn, Charles Bickford",0.0
16548,Scott Coffey,"Naomi Watts, Scott Coffey, Jennifer Syme",0.0
1975,Takashi Shimizu,"Sarah Michelle Gellar, Amber Tamblyn, Edison Chen",1.96
9895,Barry Levinson,"Robin Williams, Christopher Walken, Laura Linney",2.06
8975,John Bonito,"John Cena, Kelly Carlson, Robert Patrick",1.11
9672,Douglas McGrath,"Sigourney Weaver, Toby Jones, Gwyneth Paltrow",0.09
15005,Michael O. Sajbel,"Tiffany Dupont, Peter O'Toole, Luke Goss",0.67
39183,"Paul Crowder, John Dower","Pelé, Franz Beckenbauer, Carlos Alberto",0.0
42236,Federico Fellini,"Donald Sutherland, Tina Aumont, Cicely Browne",0.0
52360,Frank Lloyd,"Cary Grant, Martha Scott, Cedric Hardwicke",0.0
98498,Chris Marker,Aleksandr Medvedkin,0.0
46774,Sergei Vasilyev,"Boris Babochkin, Leonid Kmit, Varvara Myasnikova",0.0
86,Oskar Roehler,"Christian Ulmen, Moritz Bleibtreu, Martina Gedeck",0.0
78479,Pekka Karjalainen,"Heikki Silvennoinen, Timo Kahilainen, Heikki Vihinen",0.0
10070,John Gulager,"Balthazar Getty, Henry Rollins, Navi Rawat",0.0
13209,Jafar Panahi,"Sima Mobarak-Shahi, Shayesteh Irani, Ayda Sadeqi",0.0
1440,Todd Field,"Kate Winslet, Patrick Wilson, Jennifer Connelly",0.57
13364,Amy Berg,"Oliver O'Grady, Thomas P. Doyle, Pope Benedict XVI",0.0
43847,W.S. Van Dyke,"Norma Shearer, Tyrone Power, John Barrymore",0.0
28932,Norman Jewison,"Sylvester Stallone, Rod Steiger, Peter Boyle",1.0
18925,Alex Kendrick,"James Blackwell, Alex Kendrick, Shannen Fields",101.78
77198,Frank Capra,"Warner Baxter, Myrna Loy, Walter Connolly",0.0
1523,Kevin Macdonald,"Forest Whitaker, James McAvoy, Simon McBurney",8.0
14201,"David Leaf, John Scheinfeld","Stew Albert, Tariq Ali, Carl Bernstein",0.0
1378,John Cameron Mitchell,"Sook-Yin Lee, Paul Dawson, PJ DeBoy",2.59
49481,Mathias Ledoux,"Edward Furlong, Emilia Fox, Elsa Zylberstein",0.0
9693,Alfonso Cuarón,"Clive Owen, Michael Caine, Julianne Moore",0.92
1124,Christopher Nolan,"Hugh Jackman, Christian Bale, Michael Caine",2.74
3683,Clint Eastwood,"Ryan Phillippe, Adam Beach, Jesse Bradford",0.73
14012,Michael Mayer,"Tim McGraw, Maria Bello, Armie Hammer",1.4
43673,Bobcat Goldthwait,"Melinda Page Hamilton, Bryce Johnson, Geoff Pierson",0.0
4285,Hans-Christian Schmid,"Franka Potente, Axel Milberg, Dagmar Manzel",0.0
14097,Fyodor Bondarchuk,"Aleksey Chadov, Konstantin Kryukov, Ivan Kokorin",2.53
59500,Antti-Jussi Annila,"Tommi Eronen, Markku Peltola, Zhang Jingchu",0.0
78507,Fritz Lang,"Rudolf Klein-Rogge, Willy Fritsch, Paul Hörbiger",0.0
8194,Dito Montiel,"Shia LaBeouf, Channing Tatum, Robert Downey Jr.",0.0
5890,Shusuke Kaneko,"Aya Ueto, Yuma Ishigaki, Chiaki Kuriyama",0.0
6077,Géla Babluani,"George Babluani, Aurélien Recoing, Pascal Bongard",0.0
214,Darren Lynn Bousman,"Tobin Bell, Shawnee Smith, Angus Macfadyen",16.39
1123,Phillip Noyce,"Tim Robbins, Derek Luke, Bonnie Henna",0.0
21173,Gabriel Range,"Hend Ayoub, Becky Ann Baker, Brian Boland",0.08
50573,Blair Treu,"Evan Rachel Wood, Michael Angarano, David Gallagher",0.0
36922,Wolfgang Staudte,"Werner Peters, Paul Esser, Blandine Ebinger",0.0
43071,Pascal Morelli,"Richard Berry, Patrick Bouchitey, Barbara Schulz",0.0
59087,Joseph L. Mankiewicz,"James Mason, Danielle Darrieux, Michael Rennie",0.0
14620,John R. Leonetti,"Eric Lively, Erica Durance, Dustin Milligan",0.0
43884,Michael Curtiz,"Errol Flynn, Olivia de Havilland, Patric Knowles",2.28
80427,Jia Zhangke,"Zhao Tao, Hongwei Wang, Jing Dong Liang",0.0
21156,Jan Švankmajer,"Pavel Liška, Jan Tříska, Anna Geislerová",0.0
11619,"David Bowers, Sam Fell","Hugh Jackman, Kate Winslet, Ian McKellen",0.43
1427,Tom Tykwer,"Ben Whishaw, Simon Chandler, David Calder",2.64
23030,Stanley Donen,"Gregory Peck, Sophia Loren, Alan Badel",0.0
13767,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Eric Lloyd",7.04
19109,Pat Holden,"Chris Klein, Brendan Fehr, Chandra West",0.0
33218,Jean Negulesco,"Fred Astaire, Leslie Caron, Terry Moore",0.0
144541,Robert Gliński,"Aleksandra Gietner, Karolina Sobczak, Zbigniew Zamachowski",0.0
24553,"Spike Lee, Kátia Lund, John Woo, Emir Kusturica, Mehdi Charef, Jordan Scott, Stefano Veneruso","Adama Bila, Elysée Rouamba, Rodrigue Ouattara",0.0
21057,Tomomi Mochizuki,"Toshihiko Seki, Youko Sakamoto, Yuri Amano",0.0
68736,Pierre Adidge,"Joe Cocker, Leon Russell, Chris Stainton",0.0
67880,Michael Curtiz,"Claude Rains, Jeffrey Lynn, John Garfield",0.0
35561,Wesley Ruggles,"Jean Arthur, William Holden, Warren William",0.0
60567,Satyajit Ray,"Madhabi Mukherjee, Anil Chatterjee, Jaya Bachchan",0.0
4928,Ranald MacDougall,"Harry Belafonte, Inger Stevens, Mel Ferrer",0.0
27295,Greg Beeman,"Teri Garr, Jeffrey Jones, Jon Lovitz",0.0
55831,,"Brenda Vaccaro, Dyan Cannon, Joseph Bologna",0.0
12486,Bob Saget,"Samuel L. Jackson, Jim Belushi, Whoopi Goldberg",0.0
20785,Jim Henson,"Jerry Nelson, Frank Oz, Marilyn Sokol",0.0
9726,Ridley Scott,"Russell Crowe, Marion Cotillard, Albert Finney",1.2
2152,"Cecilia Peck, Barbara Kopple","Natalie Maines, Emily Erwin, Martie Maguire",0.0
36215,Shinya Tsukamoto,"Tadanobu Asano, Nami Tsukamoto, Kiki",0.0
61650,Billy Wilder,"Jean Arthur, Marlene Dietrich, John Lund",0.0
10093,Asif Kapadia,"Adam Scott, Kate Beahan, Sarah Michelle Gellar",0.8
14799,Christopher Guest,"Catherine O'Hara, Harry Shearer, Parker Posey",0.46
29044,Marshall Curry,"Cory Booker, Spike Lee, Al Sharpton",0.0
13542,Tom Hooper,"Chiwetel Ejiofor, Hilary Swank, Jamie Bartlett",0.0
21710,Steve Anderson,"Reinhold Aman, Steven Bochco, Pat Boone",0.0
8588,Michael Caton-Jones,"John Hurt, Hugh Dancy, Dominique Horwitz",0.0
36557,Martin Campbell,"Daniel Craig, Eva Green, Mads Mikkelsen",3.99
9836,George Miller,"Elijah Wood, Robin Williams, Brittany Murphy",3.84
9809,Bob Odenkirk,"Dax Shepard, Will Arnett, Chi McBride",1.16
7551,Tony Scott,"Denzel Washington, Paula Patton, Val Kilmer",2.41
10741,Emilio Estevez,"Anthony Hopkins, Heather Graham, Ashton Kutcher",0.0
9969,John Whitesell,"Danny DeVito, Matthew Broderick, Kristin Davis",0.0
2357,Brad Silberling,"Paz Vega, Morgan Freeman, Bobby Cannavale",0.0
1581,Nancy Meyers,"Cameron Diaz, Kate Winslet, Jude Law",2.28
21600,H. Bruce Humberstone,"Betty Grable, Victor Mature, Carole Landis",0.0
57977,Juan José Campanella,"Ricardo Darín, Eduardo Blanco, Mercedes Morán",0.0
313,Marc Evans,"Alan Rickman, Sigourney Weaver, Carrie-Anne Moss",0.12
7873,David Ayer,"Christian Bale, Freddy Rodríguez, Eva Longoria",2.98
14823,Paul Andrew Williams,"Georgia Groome, Johnny Harris, Sam Spruell",0.0
27387,Clive Saunders,"Mark Holton, Adam Baldwin, Charlie Weber",0.0
8324,Richard Linklater,"Catalina Sandino Moreno, Wilmer Valderrama, Ana Claudia Talancón",0.0
29415,Jean Renoir,"Jean Gabin, Simone Simon, Fernand Ledoux",0.0
27019,Jacques Rivette,"Juliet Berto, Dominique Labourier, Bulle Ogier",0.0
85505,George W. Hill,"Marie Dressler, Wallace Beery, Dorothy Jordan",0.0
42822,Michael Curtiz,"Spencer Tracy, Bette Davis, Arthur Byron",0.0
5698,Edwin S. Porter,"A.C. Abadie, Gilbert M. Anderson, George Barnes",0.0
36265,Luis Buñuel,"Claudio Brook, Silvia Pinal, Hortensia Santoveña",0.0
2179,Liam Lynch,"Jack Black, Kyle Gass, Ronnie James Dio",0.61
39219,Melvin Frank,"Bob Hope, Lucille Ball, Ruth Hussey",0.0
47156,W.S. Van Dyke,"Claudette Colbert, James Stewart, Guy Kibbee",0.0
15152,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, Aure Atika",0.0
14457,Dave Payne,"Devon Gummersall, Derek Richardson, Tina Illman",0.0
76211,Walter Lang,"Clifton Webb, Robert Young, Maureen O'Hara",0.0
38450,Andrew V. McLaglen,"Charlton Heston, James Coburn, Barbara Hershey",0.0
15804,Edward Yang,"Chang Chen, Lisa Yang, Elaine Jin",0.0
14978,Hans Fjellestad,,0.0
2447,Catherine Hardwicke,"Keisha Castle-Hughes, Oscar Isaac, Hiam Abbass",0.0
10032,Mort Nathan,"Kal Penn, Daniel Percival, Lauren Cohan",0.0
9796,John Stockwell,"Josh Duhamel, Melissa George, Olivia Wilde",0.0
1372,Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly",1.71
22440,Lambert Hillyer,"Gloria Holden, Otto Kruger, Marguerite Churchill",0.0
39554,Michael Anderson,"Ron Ely, Paul Gleason, William Lucking",0.0
17604,Robert Day,"Ursula Andress, Peter Cushing, Bernard Cribbins",0.0
15077,Johnnie To,"Louis Koo, Simon Yam, Nick Cheung",0.0
18147,Paul Feig,"Lewis Black, Wilmer Valderrama, Tyler James Williams",0.0
54910,James Ponsoldt,"Nick Nolte, Trevor Morgan, Rosemarie DeWitt",0.0
9986,Gary Winick,"Julia Roberts, Steve Buscemi, John Cleese",1.69
2486,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory",2.49
1246,Sylvester Stallone,"Sylvester Stallone, Burt Young, Milo Ventimiglia",6.49
43970,Mohammad Rasoulof,"Ali Nassirian, Hossein Farzi-Zadeh, Neda Pakdaman",0.0
18615,Steven Shainberg,"Nicole Kidman, Robert Downey Jr., Ty Burrell",0.14
40574,"Fred C. Newmeyer, Sam Taylor","Harold Lloyd, Jobyna Ralston, Richard Daniels",0.0
13210,Michael Anderson,"Richard Todd, Michael Redgrave, Robert Shaw",0.0
25060,David Gebroe,"Tracy Coogan, Graham Sibley, Tonya Cornelisse",0.0
12795,Todd Stephens,"Michael Carbonaro, Jonah Blechman, Jonathan Chase",1.49
11653,Stanley Tong,"Jackie Chan, Kim Hee-sun, Tony Leung Ka-Fai",0.0
16066,Anna Reeves,"Alex O'Loughlin, Jim Norton, Diana Glenn",0.0
95797,James Whale,"Mae Clarke, Douglass Montgomery, Doris Lloyd",0.0
77966,Jack Conway,"Jean Harlow, Chester Morris, Lewis Stone",0.0
55819,Sidney Lumet,"Timothy Hutton, Mandy Patinkin, Lindsay Crouse",0.0
46948,Sidney Lumet,"Richard Gere, Julie Christie, Gene Hackman",0.0
97519,Charles Jarrott,"Peter Finch, Liv Ullmann, Sally Kellerman",0.0
43791,Ronald Neame,"Clifton Webb, Gloria Grahame, Robert Flemyng",0.0
82944,Jack Garfein,"Carroll Baker, Ralph Meeker, Mildred Dunnock",0.0
14202,John Curran,"Edward Norton, Juliet Howland, Naomi Watts",0.0
11170,McG,"Matthew McConaughey, Matthew Fox, Anthony Mackie",0.67
12924,Makoto Shinkai,"Hidetaka Yoshioka, Masato Hagiwara, Yuuka Nanri",0.0
30060,Martin Rosen,"John Hurt, Christopher Benjamin, James Bolam",0.0
1247,Robert De Niro,"Matt Damon, Angelina Jolie, Alec Baldwin",0.7
1125,Bill Condon,"Jamie Foxx, Beyoncé Knowles, Eddie Murphy",2.21
8436,"Denis Dercourt, Rafaele Ravinet-Virbel","Catherine Frot, Déborah François, Pascal Greggory",0.0
14277,Dylan Avery,,0.0
11214,Erwin Wagenhofer,"Jean Ziegler, Peter Brabeck, Karl Otrok",0.0
33583,Pier Paolo Pasolini,"Franco Citti, Ninetto Davoli, Jovan Jovanović",0.0
1646,Richard LaGravenese,"Hilary Swank, Scott Glenn, Imelda Staunton",1.96
58923,Spike Lee,"Darleen Asevedo, Jay Asevedo, Jay Asevedo",0.0
47143,Claire Denis,"Michel Subor, Grégoire Colin, Béatrice Dalle",0.0
7736,Rainer Werner Fassbinder,"Hanna Schygulla, Rainer Werner Fassbinder, Hans Hirschmüller",0.0
1730,David Lynch,"Laura Dern, Jeremy Irons, Justin Theroux",0.0
42241,"Derek Jarman, Paul Humfress","Leonardo Treviglio, Barney James, Neil Kennedy",0.0
20537,Derek Jarman,"Nigel Terry, Tilda Swinton, Sean Bean",0.0
12812,Sébastien Lifshitz,"Stéphanie Michelini, Yasmine Belmadi, Edouard Nikitine",0.0
8618,Nicholas Hytner,"Samuel Anderson, Dominic Cooper, James Corden",3.35
1259,Richard Eyre,"Judi Dench, Cate Blanchett, Bill Nighy",3.3
20842,Bob Clark,"Alan Ormsby, Valerie Mamches, Jeff Gillen",0.0
10908,John G. Avildsen,"Jean-Claude Van Damme, Pat Morita, Danny Trejo",0.0
34943,Robert Florey,"Peter Lorre, Evelyn Keyes, Don Beddoe",0.0
27067,Bruno Dumont,"David Douche, Marjorie Cottreel, Kader Chaatouf",0.0
9053,Corey Yuen Kwai,"Jaime Pressly, Devon Aoki, Holly Valance",0.02
1494,Zhang Yimou,"Chow Yun-fat, Gong Li, Jay Chou",0.0
13318,Jens Lien,"Trond Fausa, Petronella Barker, Per Schaaning",0.0
10462,Woody Allen,"Josef Sommer, Michael J. Fox, Woody Allen",0.0
182,Steven Soderbergh,"George Clooney, Cate Blanchett, Tobey Maguire",0.18
31048,Ali Selim,"Elizabeth Reaser, Tim Guinee, Alan Cumming",0.0
1251,Clint Eastwood,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara",3.61
